task_id,original_perplexity,ai_perplexity,Detecting
1,57.62406618615963,1.4686468234007275,True
2,93.13601532257091,3.1270963487133048,True
3,24.268221516421367,1.49910693843681,True
4,419.22141601039,5.0575800300871565,True
5,151.1943554837319,1.6382616075572998,True
6,61.850347199898444,3.907731398915814,True
7,267.37766844774103,5.0386371761419415,True
8,105.46514386528611,3.542178373314864,True
9,30.793747276265734,2.207594313221061,True
10,1594.354427987872,7.9948461432105535,True
11,9.678253746178198,2.3458053305670696,True
12,173.47549963777874,4.258806320197753,True
13,427.41786702310725,2.4988197301090547,True
14,219.21370443763965,8.31157464072831,True
15,258.3531604697453,1.5861803087592177,True
16,38.768554334563916,5.424141055991691,True
17,2864.641247841434,3.7222162349322163,True
18,372.39291931041885,2.5145793944186443,True
19,38.910492437260785,1.5251922259624155,True
20,4646.921283899258,2.541096624606806,True
21,39.02295253750712,4.270277750619074,True
22,17.27471925041662,1.7015855291289035,True
23,22.6924746797588,1.7720625501364338,True
24,39.669684910029844,3.9750655623602595,True
25,22.032692863097143,1.726155033315041,True
26,135.37653902368436,2.6365346822330724,True
27,108.49945682844806,5.290765458195168,True
28,28.06424926325758,2.9578827615349015,True
29,10.68101437302781,1.8820644383332656,True
30,14.055613058979915,1.3389515282520614,True
31,8.980400833068341,4.943583778633411,True
32,18.98925261034738,1.5746757039631138,True
33,29.703536344508848,2.260136516863463,True
34,13.560576103523676,1.5668195087664685,True
35,776.4051853867364,1.9980429493653256,True
36,25.09497070326892,2.338917817292608,True
37,21.679319661805323,3.3494994792114685,True
38,22.08665465029324,2.2411021921011387,True
39,12.743760758337675,1.6065291310326757,True
40,562.0574134875172,6.61280424543631,True
41,127.92543847056076,4.641384024048215,True
42,52.64304424490149,1.8068942328563264,True
43,224.03991464923666,4.859542509811394,True
44,37.028888899223155,6.091977502576575,True
45,87.37024358423552,1.6777641017086842,True
46,180.98106113985952,2.3298429843535633,True
47,16.994403317883474,2.251867270218841,True
48,27.779918461644485,3.4961146111063925,True
49,120.85372577620838,2.633192028473714,True
50,28.897159561136196,5.60247612866581,True
51,471.49346725296874,1.8427202753383418,True
52,2599.2679693705218,5.464970776300386,True
53,94.85469833774394,2.298037936795109,True
54,10.074195897796493,2.2962504402362125,True
55,423.35783769894044,7.346325304591221,True
56,30.06407812636457,3.593200954632522,True
57,38.344321456552485,2.8771013698604917,True
58,363.04523299473226,4.252466957861638,True
59,1515.1126150132295,4.2117460372389495,True
60,761.0694513765897,1.6690645136962723,True
61,28.49410184463554,1.6277118506734076,True
62,368.4653143133255,2.809477609186212,True
63,198.2417730718668,1.6106297694968477,True
64,184.1182251423125,2.8840791145709845,True
65,7061.3697898000455,2.3537359243980083,True
66,263.28370418730526,5.652625662792201,True
67,7.868298924496782,1.8596045015127396,True
68,10.052410458026385,1.5683556817281181,True
69,7039.262264829471,2.2896361600716295,True
70,109.90464149594766,3.6784090671832606,True
71,13.30217215026321,2.130214090188556,True
72,100.62628228387459,2.110178723336569,True
73,815.4857834239938,7.381139792152735,True
74,12.761723974509781,3.448950600962115,True
75,185.70966495849174,7.009524011074128,True
76,23.820459702329156,2.143657193899377,True
77,403.06307192775455,1.9907513822130702,True
78,29.867828206127815,2.0141695873775958,True
79,20.123192716342025,2.790850991758605,True
80,280.81317496839785,6.172032411377226,True
81,61.061831268314684,3.40985100321069,True
82,1420.8232246638083,4.493252504326718,True
83,21.199078223929746,6.651604620471197,True
84,830.8971713089879,3.0341808366968395,True
85,1779.7923443676975,3.7619357351704195,True
86,242.58555820312654,5.393693357759738,True
87,124.99363374167493,2.8963095066141964,True
88,905.1560647757547,1.6399947015118914,True
89,1940.0876916386196,2.3545887833366015,True
90,27.945181276034027,2.573078518811105,True
91,82.5435690327466,2.2763912956128163,True
92,1389.4004174822105,1.9212262197504062,True
93,4325.974251317731,2.195088835561957,True
94,464.2555796584683,1.9385317547511447,True
95,102.79484978315236,3.0676552438187725,True
96,70.29289767607906,1.3050258700736839,True
97,17.959649828490786,3.418388936011538,True
98,55.79967768461099,2.6675012246039196,True
99,277.7527684040677,2.3225613793345325,True
100,29.353651259157285,2.1362228008965256,True
101,20.40148788770494,3.223832439301315,True
102,50.374788120280755,6.6147682114929,True
103,159.64053220426572,2.4582996506961043,True
104,68.5331991440228,2.768415518947626,True
105,167.07798094787867,9.555651586635609,True
106,212.13493479168588,4.29010558746781,True
107,9.150148888646857,2.623478118903011,True
108,65.84669863427577,1.827389644062055,True
109,32.70293747096967,2.197298352835249,True
110,48.403559053597824,1.8286053878142376,True
111,137.02294213535717,4.161638237903522,True
112,444.712428420059,5.424969424089114,True
113,19.692661763756014,2.2881919131126907,True
114,297.0511659443542,1.8627663785878135,True
115,914.2606548985908,7.080018939112183,True
116,73.36285799227221,2.2265222697738136,True
117,56.38949201103202,2.010549858374708,True
118,68.20175403509153,4.577727442776359,True
119,41.898338888989656,1.815197481937164,True
120,60.64089506278352,1.8389282955004633,True
121,16.450379062828564,1.502686113324878,True
122,3624.707897600737,1.8504400960169947,True
123,10.672657313004734,2.027477871975389,True
124,579.1819121034525,5.538316341440616,True
125,646.1355131462251,1.5299409837955744,True
126,19.99663925803279,1.492081617612799,True
127,15.155652081451635,2.1473446652936805,True
128,34.758644269842165,3.7186544027708424,True
129,14.291774774892925,2.095538302702403,True
130,43.77353317608251,1.8685881861813551,True
131,2837.5681162725036,1.4591758811583986,True
132,630.8969903847957,3.370531229674482,True
133,144.697813358628,6.564133599015664,True
134,21.82265054623113,2.423438904279548,True
135,1663.5512439815489,3.3072153558028945,True
136,73.30309787361996,2.634692902593065,True
137,33.63239759888253,3.466310420172531,True
138,38.215690366470206,1.6128947284989894,True
139,1384.5665037495326,3.3980123755226193,True
140,112.93122262454459,2.0653034926908433,True
141,13.255645564464253,1.9017623696223098,True
142,40.52166723118322,1.8152284257424285,True
143,15239.894482825865,6.981304252421622,True
144,33.480812041338766,1.8456392449281913,True
145,17.13771197750857,2.270285600312207,True
146,68.73096419995063,3.3585084079181455,True
147,292.93624914865626,1.6499611361389437,True
148,32.90119746376721,1.5614442725214623,True
149,389.9480135110716,1.5121614713685891,True
150,25.839220714582,3.087123722713751,True
151,38.59926711832427,1.7976687573922905,True
152,9.615010324244695,1.7806737367711751,True
153,91.6927747996382,4.52272578331252,True
154,85.16573244759587,3.944452500765183,True
155,28.793182912873156,10.716618359057414,True
156,35.6488921622193,5.404479803127794,True
157,124.45000107798403,2.120661351429815,True
158,16.086659743895787,2.65546499857196,True
159,53.08703038862071,2.4815759538679245,True
160,3993.629211225021,7.607775006834684,True
161,35.0702188482329,2.417316269272222,True
162,191.922842554694,2.0986387082652462,True
163,544.5512406172838,4.952430322658032,True
164,27.09028732765816,2.209596859636332,True
165,11.168431502875533,2.3750257857424146,True
166,12.194010064241025,1.5804259689078677,True
167,37.967976042262606,2.3795310352689034,True
168,72.75411973747627,2.1695790283492498,True
169,4319.337179389257,2.050682021002418,True
170,1.612800277627563,3.556772969028788,False
171,5512.685273559133,6.079787035984399,True
172,50.7593284680081,3.4414926585782855,True
173,913.5363872906337,4.098826358983703,True
174,58.32228393841958,1.8746293041105904,True
175,11.606948059706385,2.18079578334631,True
176,606.383813765124,3.60882952567331,True
177,42.51550656685089,1.8696909163805708,True
178,133.88781129724242,7.727241036719361,True
179,1841.549327521835,2.4129855519156638,True
180,136.221316655115,4.68532434337773,True
181,917.1166780728428,2.1258245455572378,True
182,18.055485508676938,2.839310440835411,True
183,33.69949984949604,1.8231076506393809,True
184,493.3381113359521,6.366239890733679,True
185,103.57401165625039,6.612439269045373,True
186,92.40117880309712,6.973698429626614,True
187,8.509112090455995,1.4146010306212595,True
188,11.249582324855865,2.227047867634098,True
189,10.792149684940513,1.894282500083001,True
190,32.97965498673665,1.6679117929221128,True
191,87.22949994595498,4.147287871099604,True
192,16.824219267928616,3.8160473409415365,True
193,527.1982662003311,6.268622454750998,True
194,23.143260282784823,3.0465748616594985,True
195,11.131268065110246,1.4987317443795019,True
196,269.8686069805558,7.084504552863424,True
197,96.42459931928735,2.1069805160002066,True
198,49.054500649917735,5.117837741458969,True
199,15.166123685429847,2.9979980117279794,True
200,23.79778761353823,2.574895950947498,True
201,162.41110500611177,4.696137736574784,True
202,45.06493794857107,3.156733535716264,True
203,47.162431883287326,3.6822115152719794,True
204,26.224862133017652,2.612536232243887,True
205,225.5240918050604,1.865552970342395,True
206,92.67471277119044,2.2453998391058705,True
207,172.9599317708777,1.474953840431317,True
208,113.39917497401447,6.462718210801399,True
209,260.7397584166049,2.4629503863192745,True
210,80.57979166260584,2.303343565912666,True
211,74.32266034943477,2.8922837317171264,True
212,80.44239145186884,3.565823304056476,True
213,52.66125901217899,5.72149850352624,True
214,2328.206234323888,6.225967145684903,True
215,21.193054409041935,2.5450959197352008,True
216,23.51829200387355,2.5162346209092936,True
217,28.851689434413,1.6015345385233553,True
218,45.962080738873844,4.4979959333043515,True
219,75.36276413851148,2.803270447938656,True
220,980.2857253926237,2.280559233032409,True
221,53.7965439689108,2.0529535814298003,True
222,145.83359637696793,2.920474174741962,True
223,688.044182104528,2.8870769671782726,True
224,61.95658199566364,2.4945270618237885,True
225,10.618744946514541,1.3547311929882548,True
226,108.29255285789951,3.0915588961059406,True
227,22.13570795153728,1.7905813313968144,True
228,39.87102508813773,7.869955561528794,True
229,60.85127484165598,2.6627605405739927,True
230,464.2925506404663,5.775385504034647,True
231,91.64788276235306,2.1715892864413506,True
232,2761.656311902743,5.0375008700287855,True
233,992.6434652780947,11.404691556569382,True
234,3924.6446448846045,3.905336328955114,True
235,31.0028880273979,2.4822736117629343,True
236,11.402318037708575,1.7271933709927918,True
237,666.8164623588019,1.969633538964717,True
238,278.0769125876037,1.4058310100413138,True
239,870.5759686061599,2.2767800620180383,True
240,733.1516021596776,3.619341833365671,True
241,74.51215006171383,3.5705571506274008,True
242,617.66823754832,3.2633554563240366,True
243,1145.9460778244184,3.108120808624591,True
244,122.32333242104335,2.5284946013276994,True
245,146.80710728025895,1.8666414481191473,True
246,29.487029004177902,2.8517524433080985,True
247,507.26350846291564,1.8134267743043966,True
248,159.65461549491087,2.7473237877302417,True
249,76.2065166610921,4.591765423826175,True
250,39.74297628905745,4.61849986233272,True
251,778.3119286330075,2.891829682764593,True
252,404.86102244539677,6.135657917512027,True
253,26.119793672225654,4.0320875662454485,True
254,1315.494884882018,2.7359570180602026,True
255,110.46218997732842,4.431967779402301,True
256,12.110523937249498,2.06029416881605,True
257,870.2617772267829,2.4287633280243814,True
258,79.91745743163722,4.05320771273862,True
259,37.759506373187506,2.5077052407331264,True
260,378.4524620542871,3.312065433681313,True
261,71.53817669165201,2.572398270821634,True
262,111.8811634427802,2.3951902810615313,True
263,402.6571674626024,5.996701562689403,True
264,436.7743725736279,3.7877478671547506,True
265,117.9572561523659,3.403841938617948,True
266,1273.9390138271706,10.678445210824002,True
267,83.90211179508559,3.850519023807554,True
268,399.42023221975717,2.5700437880567324,True
269,1295.7337902458098,3.4598479622858656,True
270,23.650791861861812,4.551353263011546,True
271,33.513508136451534,4.8521753155728105,True
272,377.3842045373885,5.448951071576647,True
273,83.46035422142873,2.3198807407208464,True
274,390.8329830478823,2.96024299682959,True
275,19.17381089352565,1.647028579253433,True
276,1515.3192532332953,6.23136745696954,True
277,346.52112473105535,3.517719733940137,True
278,198.844933324627,2.7174559646489818,True
279,1176.6171844805956,4.948577849274811,True
280,18.50331076815669,1.786513791061988,True
281,35.326709818702874,2.3046933844370723,True
282,92.04392521556599,3.8614784893669136,True
283,11.438908153136145,2.097361191970043,True
284,324.46585568414577,5.528541196434217,True
285,44.44002722150169,4.453901678594692,True
286,450.07279316693223,2.7767759950280526,True
287,46.05566039821829,2.8569353478223434,True
288,1325.469200803494,2.2440380667592392,True
289,37.18289261929369,1.9605995465682842,True
290,38.693360431854735,1.7844458880866274,True
291,320.9450094335223,1.9373446573018076,True
292,166.52321281910992,4.425160702938232,True
293,783.8289097655964,2.8415296543264774,True
294,59.39799453220757,2.422924145518484,True
295,22.104903154399572,1.5057595665666481,True
296,11.163604959368476,2.118138872346367,True
297,16.196613843921316,2.129638990769811,True
298,67.60830375197172,5.96225869910053,True
299,64.95124511531723,2.290409000316757,True
300,1599.055111643034,2.943119046620485,True
301,55.075666824307305,2.97023173372516,True
302,22.271306388964025,2.2210295094723493,True
303,21.766723249030395,1.5376997017232699,True
304,13.112346633132066,5.334032675196675,True
305,80.73890631836899,2.2009529405836,True
306,660.0331229103672,1.7227726536934478,True
307,170.8419677648254,3.061237471771635,True
308,23.994204880425134,4.390477307563319,True
309,40.04507838779228,1.6969514716360283,True
310,52.473451694901286,3.767732476143664,True
311,24.35643852325059,2.742057297101981,True
312,856.3264681322321,7.846784996202488,True
313,207.48255109482798,6.904977391973856,True
314,391.2706234699671,1.4277374134740348,True
315,10.360838805237503,2.2782028479655665,True
316,10.330861714820582,1.4370779635895834,True
317,37.63228981209224,3.7886925956106494,True
318,16.29837961749541,17.490920857714894,False
319,190.86236797615607,4.681195803100399,True
320,26.948558696953917,3.375828683508868,True
321,1196.1273924622833,2.464686212519196,True
322,26.217385215821828,3.963866411178947,True
323,712.326774035655,2.212126198923883,True
324,101.32893057295259,2.4993702776550233,True
325,16.402384171779243,1.4275981970195568,True
326,260.5856342834675,1.8855960261194247,True
327,262.75494466090544,2.948434614087916,True
328,538.9682366904207,3.7091184516562747,True
329,218.91370193080377,5.044042340555758,True
330,198.1211906996378,3.4699895841023047,True
331,27.104778352798956,3.26727837892785,True
332,18.148041884766872,1.6275405238070184,True
333,111.02187869971792,3.3859318906161042,True
334,18.888613755958684,2.2595210895042435,True
335,132.822895527858,3.132570173699647,True
336,314.2117853030498,1.9115112203542306,True
337,37.17097984380873,9.02736177363967,True
338,15.082229387583881,1.597960732449576,True
339,75.33366178839967,1.5548173663595415,True
